t,client_id,kind,cm_id,cm_kind,shortfall,closeout_loss,im_posted,assumed_pos,regime,seed,margin
16019,78,ZeroIntelligenceTrader,32,BCM,0.0,0.0,82433856.00000001,-456,stressed,165,flat04
17519,77,ZeroIntelligenceTrader,34,BCM,0.0,0.0,145632079.99999997,-803,stressed,165,flat04
19739,95,ZeroIntelligenceTrader,32,BCM,0.0,0.0,106017216.0,-579,stressed,165,flat04
19859,85,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,193208400.0,-1050,stressed,165,flat04
20279,44,MomentumTrader,32,BCM,0.0,0.0,138553632.0,-756,stressed,165,flat04
20279,84,ZeroIntelligenceTrader,32,BCM,0.0,0.0,168610240.00000003,-920,stressed,165,flat04
20399,45,MomentumTrader,32,BCM,0.0,0.0,318604104.00000006,-1701,stressed,165,flat04
20399,55,MomentumTrader,32,BCM,0.0,0.0,174380024.0,-931,stressed,165,flat04
27779,68,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,113242496.0,-592,stressed,165,flat04
6959,9,FundamentalTrader,33,BCM,0.0,0.0,212476104.0,1293,stressed,166,flat04
7019,27,FundamentalTrader,30,BCM,0.0,0.0,225063888.0,1383,stressed,166,flat04
7019,22,FundamentalTrader,32,BCM,0.0,0.0,242802112.0,1492,stressed,166,flat04
7019,3,FundamentalTrader,104,NBCM,0.0,0.0,342559280.0,2105,stressed,166,flat04
7739,10,FundamentalTrader,31,BCM,0.0,0.0,156243600.0,905,stressed,166,flat04
8099,17,FundamentalTrader,31,BCM,0.0,0.0,140285880.00000003,895,stressed,166,flat04
8639,8,FundamentalTrader,32,BCM,0.0,0.0,24722496.0,162,stressed,166,flat04
8759,0,FundamentalTrader,34,BCM,0.0,0.0,96641640.0,645,stressed,166,flat04
8759,14,FundamentalTrader,34,BCM,0.0,0.0,59333472.0,396,stressed,166,flat04
15839,40,MomentumTrader,34,BCM,0.0,0.0,103605344.0,-578,stressed,166,flat04
20279,54,MomentumTrader,34,BCM,0.0,0.0,172037055.37933254,-924,stressed,166,flat04
26339,44,MomentumTrader,34,BCM,0.0,0.0,203464704.0,-1088,stressed,166,flat04
28499,47,MomentumTrader,34,BCM,0.0,0.0,295505920.0,-1535,stressed,166,flat04
28559,42,MomentumTrader,34,BCM,0.0,0.0,242112288.0,-1254,stressed,166,flat04
7739,28,FundamentalTrader,34,BCM,0.0,0.0,217770696.0,1279,stressed,167,flat04
8579,18,FundamentalTrader,32,BCM,0.0,0.0,137582592.00000003,896,stressed,167,flat04
8699,21,FundamentalTrader,30,BCM,0.0,0.0,155434184.0,1019,stressed,167,flat04
8699,6,FundamentalTrader,30,BCM,0.0,0.0,97470504.0,639,stressed,167,flat04
8699,14,FundamentalTrader,31,BCM,0.0,0.0,120655976.0,791,stressed,167,flat04
8699,13,FundamentalTrader,101,NBCM,0.0,0.0,125537128.0,823,stressed,167,flat04
14939,62,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,55644912.0,-318,stressed,167,flat04
15959,43,MomentumTrader,33,BCM,0.0,0.0,150626520.00000003,-837,stressed,167,flat04
19859,54,MomentumTrader,33,BCM,0.0,0.0,183119800.00000003,-995,stressed,167,flat04
19859,59,MomentumTrader,33,BCM,0.0,0.0,113920760.0,-619,stressed,167,flat04
19859,47,MomentumTrader,104,NBCM,0.0,0.0,324278480.0,-1762,stressed,167,flat04
25859,52,MomentumTrader,33,BCM,0.0,0.0,236579112.0,-1251,stressed,167,flat04
26399,87,ZeroIntelligenceTrader,33,BCM,0.0,0.0,63604694.54573393,-335,stressed,167,flat04
7019,67,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,44222848.0,272,stressed,168,flat04
7079,26,FundamentalTrader,34,BCM,0.0,0.0,213182232.0,1329,stressed,168,flat04
9719,21,FundamentalTrader,32,BCM,0.0,0.0,38079176.0,257,stressed,168,flat04
9839,20,FundamentalTrader,100,NBCM,0.0,0.0,383479272.0,2673,stressed,168,flat04
14159,41,MomentumTrader,32,BCM,0.0,0.0,157383912.0,-939,stressed,168,flat04
14159,42,MomentumTrader,33,BCM,0.0,0.0,151182416.0,-902,stressed,168,flat04
14159,45,MomentumTrader,101,NBCM,0.0,0.0,282251872.0,-1684,stressed,168,flat04
15119,52,MomentumTrader,33,BCM,0.0,0.0,197713560.0,-1111,stressed,168,flat04
15119,46,MomentumTrader,101,NBCM,0.0,0.0,389732400.0,-2190,stressed,168,flat04
17519,44,MomentumTrader,30,BCM,0.0,0.0,272717312.0,-1504,stressed,168,flat04
17519,85,ZeroIntelligenceTrader,30,BCM,0.0,0.0,50046528.0,-276,stressed,168,flat04
17519,80,ZeroIntelligenceTrader,32,BCM,0.0,0.0,123121712.0,-679,stressed,168,flat04
19859,28,FundamentalTrader,31,BCM,0.0,0.0,1343994432.0000002,-7304,stressed,168,flat04
20279,43,MomentumTrader,32,BCM,0.0,0.0,269421600.0,-1470,stressed,168,flat04
20279,50,MomentumTrader,32,BCM,0.0,0.0,225434400.0,-1230,stressed,168,flat04
20579,53,MomentumTrader,33,BCM,0.0,0.0,254627480.0,-1357,stressed,168,flat04
28559,57,MomentumTrader,103,NBCM,0.0,0.0,95771648.0,-496,stressed,168,flat04
7019,26,FundamentalTrader,31,BCM,0.0,0.0,115593744.0,714,stressed,169,flat04
7739,13,FundamentalTrader,30,BCM,0.0,0.0,183329280.0,1080,stressed,169,flat04
8519,9,FundamentalTrader,30,BCM,0.0,0.0,39987728.0,254,stressed,169,flat04
8519,20,FundamentalTrader,31,BCM,0.0,0.0,153653632.0,976,stressed,169,flat04
8519,1,FundamentalTrader,33,BCM,0.0,0.0,87847056.0,558,stressed,169,flat04
8519,11,FundamentalTrader,33,BCM,0.0,0.0,64704552.00000001,410,stressed,169,flat04
8699,17,FundamentalTrader,30,BCM,0.0,0.0,149394960.0,990,stressed,169,flat04
8759,10,FundamentalTrader,30,BCM,0.0,0.0,114896600.0,767,stressed,169,flat04
8759,28,FundamentalTrader,33,BCM,0.0,0.0,134520400.0,898,stressed,169,flat04
9839,2,FundamentalTrader,103,NBCM,0.0,0.0,31394088.0,219,stressed,169,flat04
15119,84,ZeroIntelligenceTrader,31,BCM,0.0,0.0,30251840.0,-170,stressed,169,flat04
15839,63,ZeroIntelligenceTrader,31,BCM,0.0,0.0,96856144.0,-539,stressed,169,flat04
16079,75,ZeroIntelligenceTrader,34,BCM,0.0,0.0,169656968.00000003,-937,stressed,169,flat04
19559,57,MomentumTrader,103,NBCM,0.0,0.0,128163208.78592372,-700,stressed,169,flat04
28499,58,MomentumTrader,103,NBCM,0.0,0.0,144197480.0,-749,stressed,169,flat04
6899,1,FundamentalTrader,32,BCM,53985384.53618002,0.0,324683072.00000006,1876,stressed,170,flat04
7019,0,FundamentalTrader,30,BCM,0.0,0.0,204599376.0,1257,stressed,170,flat04
7019,19,FundamentalTrader,30,BCM,0.0,0.0,160977552.0,989,stressed,170,flat04
7739,17,FundamentalTrader,31,BCM,0.0,0.0,196494792.0,1165,stressed,170,flat04
7739,6,FundamentalTrader,33,BCM,0.0,0.0,106245256.0,626,stressed,170,flat04
7739,5,FundamentalTrader,34,BCM,0.0,0.0,216026408.0,1278,stressed,170,flat04
7739,9,FundamentalTrader,34,BCM,0.0,0.0,199693936.0,1182,stressed,170,flat04
8159,24,FundamentalTrader,32,BCM,0.0,0.0,67365760.00000001,440,stressed,170,flat04
8159,10,FundamentalTrader,34,BCM,0.0,0.0,107938320.0,705,stressed,170,flat04
8159,16,FundamentalTrader,101,NBCM,0.0,0.0,71040255.99999999,464,stressed,170,flat04
8759,18,FundamentalTrader,30,BCM,0.0,0.0,275150304.0,1836,stressed,170,flat04
8759,28,FundamentalTrader,33,BCM,0.0,0.0,306322016.00000006,2044,stressed,170,flat04
8759,22,FundamentalTrader,33,BCM,0.0,0.0,84673160.0,565,stressed,170,flat04
14999,73,ZeroIntelligenceTrader,102,NBCM,0.0,0.0,52533104.0,-299,stressed,170,flat04
14999,47,MomentumTrader,103,NBCM,0.0,0.0,194846864.0,-1109,stressed,170,flat04
14999,43,MomentumTrader,103,NBCM,0.0,0.0,216457472.0,-1232,stressed,170,flat04
7739,10,FundamentalTrader,33,BCM,0.0,0.0,208172936.0,1212,stressed,171,flat04
7739,26,FundamentalTrader,100,NBCM,0.0,0.0,146009008.00000003,855,stressed,171,flat04
8099,25,FundamentalTrader,34,BCM,0.0,0.0,120118336.0,767,stressed,171,flat04
8699,24,FundamentalTrader,33,BCM,0.0,0.0,132040520.0,865,stressed,171,flat04
14159,50,MomentumTrader,31,BCM,0.0,0.0,160432360.00000003,-955,stressed,171,flat04
14159,49,MomentumTrader,31,BCM,0.0,0.0,113730584.0,-677,stressed,171,flat04
14939,57,MomentumTrader,31,BCM,0.0,0.0,205421824.0,-1174,stressed,171,flat04
14999,54,MomentumTrader,31,BCM,0.0,0.0,250588128.0,-1426,stressed,171,flat04
14999,78,ZeroIntelligenceTrader,31,BCM,0.0,0.0,119670768.0,-681,stressed,171,flat04
15119,59,MomentumTrader,102,NBCM,0.0,0.0,98901280.0,-556,stressed,171,flat04
27539,40,MomentumTrader,101,NBCM,0.0,0.0,268527000.0,-1425,stressed,171,flat04
7019,17,FundamentalTrader,34,BCM,0.0,0.0,185480960.0,1141,stressed,172,flat04
7019,4,FundamentalTrader,103,NBCM,0.0,0.0,265297920.0,1632,stressed,172,flat04
7079,14,FundamentalTrader,32,BCM,0.0,0.0,131907984.00000001,822,stressed,172,flat04
8699,26,FundamentalTrader,30,BCM,0.0,0.0,123617536.0,808,stressed,172,flat04
8699,13,FundamentalTrader,30,BCM,0.0,0.0,70529312.00000001,461,stressed,172,flat04
8759,6,FundamentalTrader,32,BCM,0.0,0.0,96672600.0,645,stressed,172,flat04
14159,52,MomentumTrader,34,BCM,0.0,0.0,200248128.0,-1194,stressed,172,flat04
14999,40,MomentumTrader,34,BCM,0.0,0.0,337459200.0,-1920,stressed,172,flat04
15779,78,ZeroIntelligenceTrader,34,BCM,0.0,0.0,70389936.0,-401,stressed,172,flat04
17519,73,ZeroIntelligenceTrader,31,BCM,0.0,0.0,75623784.0,-417,stressed,172,flat04
17519,49,MomentumTrader,31,BCM,0.0,0.0,118241504.0,-652,stressed,172,flat04
19499,47,MomentumTrader,100,NBCM,0.0,0.0,206436895.6420517,-1129,stressed,172,flat04
6899,18,FundamentalTrader,30,BCM,0.0,0.0,263725152.0,1524,stressed,173,flat04
6899,21,FundamentalTrader,31,BCM,0.0,0.0,246593400.0,1425,stressed,173,flat04
7019,8,FundamentalTrader,34,BCM,0.0,0.0,168475168.0,1037,stressed,173,flat04
7079,15,FundamentalTrader,31,BCM,0.0,0.0,212292048.0,1322,stressed,173,flat04
7739,6,FundamentalTrader,32,BCM,0.0,0.0,199533040.0,1172,stressed,173,flat04
8099,3,FundamentalTrader,31,BCM,0.0,0.0,150664592.00000003,962,stressed,173,flat04
8099,14,FundamentalTrader,32,BCM,0.0,0.0,132027288.0,843,stressed,173,flat04
8759,5,FundamentalTrader,34,BCM,0.0,0.0,336234672.0,2243,stressed,173,flat04
8759,9,FundamentalTrader,100,NBCM,0.0,0.0,71804016.0,479,stressed,173,flat04
14999,63,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,57449976.0,-327,stressed,173,flat04
6899,24,FundamentalTrader,33,BCM,0.0,0.0,334359648.0,1932,stressed,174,flat04
7739,15,FundamentalTrader,34,BCM,0.0,0.0,223756264.0,1308,stressed,174,flat04
7739,20,FundamentalTrader,103,NBCM,0.0,0.0,141096872.0,827,stressed,174,flat04
8699,0,FundamentalTrader,31,BCM,0.0,0.0,138807280.0,907,stressed,174,flat04
8759,17,FundamentalTrader,30,BCM,0.0,0.0,110708112.0,739,stressed,174,flat04
14999,47,MomentumTrader,30,BCM,0.0,0.0,247679656.0,-1409,stressed,174,flat04
15839,52,MomentumTrader,31,BCM,0.0,0.0,142152192.0,-791,stressed,174,flat04
17519,98,ZeroIntelligenceTrader,32,BCM,0.0,0.0,58929000.0,-325,stressed,174,flat04
19859,40,MomentumTrader,30,BCM,0.0,0.0,335446584.0,-1823,stressed,174,flat04
19859,50,MomentumTrader,32,BCM,0.0,0.0,204800904.0,-1113,stressed,174,flat04
19859,99,ZeroIntelligenceTrader,32,BCM,0.0,0.0,52442280.0,-285,stressed,174,flat04
20279,53,MomentumTrader,30,BCM,0.0,0.0,219392773.54932785,-1193,stressed,174,flat04
20279,61,ZeroIntelligenceTrader,30,BCM,0.0,0.0,44176264.0,-241,stressed,174,flat04
20279,44,MomentumTrader,31,BCM,0.0,0.0,271473224.0,-1481,stressed,174,flat04
20279,54,MomentumTrader,32,BCM,0.0,0.0,234812424.0,-1281,stressed,174,flat04
20459,41,MomentumTrader,32,BCM,0.0,0.0,84502800.0,-450,stressed,174,flat04
5999,6,FundamentalTrader,31,BCM,0.0,0.0,394343400.0,2235,stressed,175,flat04
6899,7,FundamentalTrader,33,BCM,0.0,0.0,285474880.00000006,1649,stressed,175,flat04
8099,18,FundamentalTrader,33,BCM,0.0,0.0,91533824.0,584,stressed,175,flat04
8759,22,FundamentalTrader,31,BCM,0.0,0.0,26516016.0,177,stressed,175,flat04
8759,16,FundamentalTrader,102,NBCM,0.0,0.0,70259952.00000001,469,stressed,175,flat04
14159,52,MomentumTrader,31,BCM,0.0,0.0,155636735.99999997,-928,stressed,175,flat04
14159,41,MomentumTrader,100,NBCM,0.0,0.0,254083680.0,-1515,stressed,175,flat04
14879,40,MomentumTrader,30,BCM,0.0,0.0,305047464.0,-1761,stressed,175,flat04
14939,42,MomentumTrader,31,BCM,0.0,0.0,196062720.0,-1120,stressed,175,flat04
14999,80,ZeroIntelligenceTrader,30,BCM,0.0,0.0,56956608.0,-324,stressed,175,flat04
14999,95,ZeroIntelligenceTrader,30,BCM,0.0,0.0,50452304.0,-287,stressed,175,flat04
14999,70,ZeroIntelligenceTrader,30,BCM,0.0,0.0,35861568.0,-204,stressed,175,flat04
16079,53,MomentumTrader,30,BCM,0.0,0.0,213044160.0,-1176,stressed,175,flat04
28739,67,ZeroIntelligenceTrader,31,BCM,0.0,0.0,64001303.189826965,-327,stressed,175,flat04
28739,55,MomentumTrader,103,NBCM,0.0,0.0,120428528.0,-617,stressed,175,flat04
6959,1,FundamentalTrader,32,BCM,0.0,0.0,254199504.0,1546,stressed,176,flat04
7079,7,FundamentalTrader,30,BCM,0.0,0.0,225418200.0,1405,stressed,176,flat04
7079,19,FundamentalTrader,31,BCM,0.0,0.0,162365280.00000003,1012,stressed,176,flat04
7739,13,FundamentalTrader,30,BCM,0.0,0.0,200156472.0,1173,stressed,176,flat04
7739,22,FundamentalTrader,32,BCM,0.0,0.0,429852576.0,2447,stressed,176,flat04
8099,9,FundamentalTrader,30,BCM,0.0,0.0,106065232.0,679,stressed,176,flat04
8759,17,FundamentalTrader,33,BCM,0.0,0.0,100151904.0,668,stressed,176,flat04
8759,16,FundamentalTrader,33,BCM,0.0,0.0,46177824.0,308,stressed,176,flat04
8759,12,FundamentalTrader,100,NBCM,0.0,0.0,115294632.0,769,stressed,176,flat04
14159,53,MomentumTrader,34,BCM,0.0,0.0,202438040.0,-1207,stressed,176,flat04
14999,70,ZeroIntelligenceTrader,101,NBCM,0.0,0.0,142391520.0,-810,stressed,176,flat04
20279,45,MomentumTrader,33,BCM,0.0,0.0,167202432.00000003,-912,stressed,176,flat04
28559,49,MomentumTrader,103,NBCM,0.0,0.0,247224320.0,-1280,stressed,176,flat04
7439,17,FundamentalTrader,34,BCM,0.0,0.0,168899248.0,1043,stressed,177,flat04
7739,11,FundamentalTrader,31,BCM,0.0,0.0,107066080.0,631,stressed,177,flat04
7739,23,FundamentalTrader,32,BCM,0.0,0.0,71152576.0,414,stressed,177,flat04
7739,7,FundamentalTrader,34,BCM,0.0,0.0,215481024.0,1258,stressed,177,flat04
8099,13,FundamentalTrader,103,NBCM,0.0,0.0,104738640.0,669,stressed,177,flat04
8699,3,FundamentalTrader,33,BCM,0.0,0.0,127092064.0,836,stressed,177,flat04
8699,29,FundamentalTrader,34,BCM,0.0,0.0,46975416.0,309,stressed,177,flat04
8759,26,FundamentalTrader,31,BCM,0.0,0.0,121533216.0,811,stressed,177,flat04
14159,98,ZeroIntelligenceTrader,33,BCM,0.0,0.0,99453216.0,-593,stressed,177,flat04
14999,42,MomentumTrader,33,BCM,0.0,0.0,335434208.0,-1909,stressed,177,flat04
15179,65,ZeroIntelligenceTrader,33,BCM,0.0,0.0,93808576.0,-524,stressed,177,flat04
15839,81,ZeroIntelligenceTrader,30,BCM,0.0,0.0,79425632.0,-442,stressed,177,flat04
15839,43,MomentumTrader,33,BCM,0.0,0.0,338367568.00000006,-1883,stressed,177,flat04
15959,49,MomentumTrader,30,BCM,0.0,0.0,83137824.0,-462,stressed,177,flat04
19739,97,ZeroIntelligenceTrader,30,BCM,0.0,0.0,75858047.99999999,-414,stressed,177,flat04
19739,78,ZeroIntelligenceTrader,30,BCM,0.0,0.0,61565952.0,-336,stressed,177,flat04
20399,79,ZeroIntelligenceTrader,30,BCM,0.0,0.0,77737800.00000001,-415,stressed,177,flat04
26339,41,MomentumTrader,30,BCM,0.0,0.0,264219696.0,-1413,stressed,177,flat04
26339,58,MomentumTrader,30,BCM,0.0,0.0,169122373.09498286,-898,stressed,177,flat04
27779,53,MomentumTrader,30,BCM,0.0,0.0,138863472.0,-726,stressed,177,flat04
28559,57,MomentumTrader,30,BCM,0.0,0.0,238889440.0,-1237,stressed,177,flat04
28559,80,ZeroIntelligenceTrader,30,BCM,0.0,0.0,155847840.0,-807,stressed,177,flat04
7439,19,FundamentalTrader,33,BCM,0.0,0.0,117235872.0,724,stressed,178,flat04
8099,28,FundamentalTrader,30,BCM,0.0,0.0,89883808.0,574,stressed,178,flat04
8099,12,FundamentalTrader,30,BCM,0.0,0.0,55276976.0,353,stressed,178,flat04
8099,14,FundamentalTrader,34,BCM,0.0,0.0,88004704.0,562,stressed,178,flat04
8639,18,FundamentalTrader,34,BCM,0.0,0.0,124362480.0,815,stressed,178,flat04
8639,7,FundamentalTrader,101,NBCM,0.0,0.0,77669328.0,509,stressed,178,flat04
8699,22,FundamentalTrader,30,BCM,0.0,0.0,144644808.0,957,stressed,178,flat04
8759,17,FundamentalTrader,31,BCM,0.0,0.0,157439800.0,1051,stressed,178,flat04
8759,24,FundamentalTrader,103,NBCM,0.0,0.0,57822800.0,386,stressed,178,flat04
8819,25,FundamentalTrader,32,BCM,0.0,0.0,58078944.0,396,stressed,178,flat04
27779,62,ZeroIntelligenceTrader,104,NBCM,0.0,0.0,106929992.0,-559,stressed,178,flat04
7739,13,FundamentalTrader,34,BCM,0.0,0.0,232132800.0,1357,stressed,179,flat04
8699,10,FundamentalTrader,31,BCM,0.0,0.0,121329552.0,794,stressed,179,flat04
8699,16,FundamentalTrader,34,BCM,0.0,0.0,54399648.0,356,stressed,179,flat04
8759,4,FundamentalTrader,31,BCM,0.0,0.0,65047920.0,434,stressed,179,flat04
8759,17,FundamentalTrader,34,BCM,0.0,0.0,133543080.0,891,stressed,179,flat04
15119,53,MomentumTrader,33,BCM,0.0,0.0,59449328.0,-334,stressed,179,flat04
27539,58,MomentumTrader,33,BCM,0.0,0.0,118146864.0,-627,stressed,179,flat04
7019,13,FundamentalTrader,33,BCM,0.0,0.0,194554536.0,1199,stressed,180,flat04
7739,17,FundamentalTrader,30,BCM,0.0,0.0,109304280.0,638,stressed,180,flat04
7739,25,FundamentalTrader,34,BCM,0.0,0.0,74394695.99999999,435,stressed,180,flat04
7739,3,FundamentalTrader,103,NBCM,0.0,0.0,85240392.0,502,stressed,180,flat04
14159,86,ZeroIntelligenceTrader,31,BCM,0.0,0.0,32029936.0,-191,stressed,180,flat04
14159,49,MomentumTrader,31,BCM,0.0,0.0,105480784.0,-629,stressed,180,flat04
14879,55,MomentumTrader,30,BCM,0.0,0.0,148224960.0,-856,stressed,180,flat04
14999,57,MomentumTrader,30,BCM,0.0,0.0,250820936.0,-1427,stressed,180,flat04
14999,91,ZeroIntelligenceTrader,30,BCM,0.0,0.0,30759400.0,-175,stressed,180,flat04
15119,42,MomentumTrader,30,BCM,0.0,0.0,300315456.0,-1688,stressed,180,flat04
20339,43,MomentumTrader,31,BCM,0.0,0.0,247378560.0,-1326,stressed,180,flat04
27779,47,MomentumTrader,31,BCM,0.0,0.0,224954688.0,-1176,stressed,180,flat04
7019,3,FundamentalTrader,32,BCM,0.0,0.0,195072504.0,1199,stressed,181,flat04
7739,2,FundamentalTrader,33,BCM,0.0,0.0,187447616.0,1099,stressed,181,flat04
7739,14,FundamentalTrader,34,BCM,0.0,0.0,139237168.0,814,stressed,181,flat04
8099,26,FundamentalTrader,104,NBCM,0.0,0.0,44948792.0,287,stressed,181,flat04
8159,13,FundamentalTrader,30,BCM,0.0,0.0,323815712.0,2116,stressed,181,flat04
8159,27,FundamentalTrader,30,BCM,0.0,0.0,115386128.0,754,stressed,181,flat04
8159,22,FundamentalTrader,32,BCM,0.0,0.0,141860664.0,927,stressed,181,flat04
8159,21,FundamentalTrader,33,BCM,0.0,0.0,137728800.0,900,stressed,181,flat04
8159,4,FundamentalTrader,34,BCM,0.0,0.0,78046320.00000001,510,stressed,181,flat04
8759,11,FundamentalTrader,33,BCM,0.0,0.0,85572344.0,571,stressed,181,flat04
8759,16,FundamentalTrader,102,NBCM,0.0,0.0,91866632.0,613,stressed,181,flat04
9839,7,FundamentalTrader,31,BCM,0.0,0.0,297372456.0,2087,stressed,181,flat04
14159,83,ZeroIntelligenceTrader,30,BCM,0.0,0.0,71890304.0,-428,stressed,181,flat04
14999,96,ZeroIntelligenceTrader,30,BCM,0.0,0.0,137049120.0,-780,stressed,181,flat04
14999,94,ZeroIntelligenceTrader,30,BCM,0.0,0.0,74498496.0,-424,stressed,181,flat04
15119,42,MomentumTrader,30,BCM,0.0,0.0,251662848.0,-1416,stressed,181,flat04
15959,45,MomentumTrader,101,NBCM,0.0,0.0,156205280.0,-868,stressed,181,flat04
16079,41,MomentumTrader,30,BCM,0.0,0.0,316652952.00000006,-1749,stressed,181,flat04
7739,8,FundamentalTrader,32,BCM,0.0,0.0,154891200.0,915,stressed,182,flat04
7739,18,FundamentalTrader,33,BCM,0.0,0.0,215324160.0,1260,stressed,182,flat04
8699,4,FundamentalTrader,30,BCM,0.0,0.0,115013888.0,752,stressed,182,flat04
8699,2,FundamentalTrader,34,BCM,0.0,0.0,128625904.0,841,stressed,182,flat04
14339,59,MomentumTrader,30,BCM,0.0,0.0,177107568.0,-1018,stressed,182,flat04
14999,47,MomentumTrader,30,BCM,0.0,0.0,190454464.0,-1084,stressed,182,flat04
15779,73,ZeroIntelligenceTrader,30,BCM,0.0,0.0,32487480.0,-185,stressed,182,flat04
15779,57,MomentumTrader,102,NBCM,0.0,0.0,92095785.44766271,-519,stressed,182,flat04
20279,43,MomentumTrader,102,NBCM,0.0,0.0,142333968.0,-777,stressed,182,flat04
27779,41,MomentumTrader,101,NBCM,0.0,0.0,285975560.0,-1495,stressed,182,flat04
6959,18,FundamentalTrader,34,BCM,0.0,0.0,248304400.0,1510,stressed,183,flat04
7019,8,FundamentalTrader,34,BCM,0.0,0.0,188082520.0,1159,stressed,183,flat04
7079,3,FundamentalTrader,34,BCM,0.0,0.0,207433184.0,1292,stressed,183,flat04
8519,1,FundamentalTrader,33,BCM,0.0,0.0,130312728.0,794,stressed,183,flat04
8519,13,FundamentalTrader,100,NBCM,0.0,0.0,104218360.0,641,stressed,183,flat04
8519,16,FundamentalTrader,104,NBCM,0.0,0.0,112651296.0,708,stressed,183,flat04
8699,29,FundamentalTrader,101,NBCM,0.0,0.0,41264496.0,273,stressed,183,flat04
8759,7,FundamentalTrader,31,BCM,0.0,0.0,58768640.0,392,stressed,183,flat04
8759,21,FundamentalTrader,33,BCM,0.0,0.0,139125759.99999997,928,stressed,183,flat04
14159,68,ZeroIntelligenceTrader,31,BCM,0.0,0.0,92568192.0,-552,stressed,183,flat04
14159,41,MomentumTrader,31,BCM,0.0,0.0,212708573.39735126,-1267,stressed,183,flat04
14879,79,ZeroIntelligenceTrader,32,BCM,0.0,0.0,70822440.0,-409,stressed,183,flat04
14939,42,MomentumTrader,31,BCM,0.0,0.0,186140416.0,-1064,stressed,183,flat04
14999,81,ZeroIntelligenceTrader,32,BCM,0.0,0.0,122351232.0,-696,stressed,183,flat04
15839,44,MomentumTrader,30,BCM,0.0,0.0,106927168.0,-596,stressed,183,flat04
16079,48,MomentumTrader,31,BCM,0.0,0.0,201714208.0,-1114,stressed,183,flat04
17519,78,ZeroIntelligenceTrader,32,BCM,0.0,0.0,132193944.0,-729,stressed,183,flat04
17519,84,ZeroIntelligenceTrader,32,BCM,0.0,0.0,31552464.0,-174,stressed,183,flat04
19859,56,MomentumTrader,32,BCM,0.0,0.0,164488848.0,-894,stressed,183,flat04
19859,76,ZeroIntelligenceTrader,32,BCM,0.0,0.0,39374288.0,-214,stressed,183,flat04
27779,53,MomentumTrader,30,BCM,0.0,0.0,100438800.0,-525,stressed,183,flat04
7019,10,FundamentalTrader,31,BCM,0.0,0.0,241595864.0,1487,stressed,184,flat04
7079,2,FundamentalTrader,33,BCM,0.0,0.0,191536704.0,1194,stressed,184,flat04
7739,9,FundamentalTrader,31,BCM,0.0,0.0,163385376.0,953,stressed,184,flat04
7739,21,FundamentalTrader,34,BCM,0.0,0.0,209897776.0,1234,stressed,184,flat04
8099,5,FundamentalTrader,101,NBCM,0.0,0.0,132837504.0,848,stressed,184,flat04
8699,18,FundamentalTrader,31,BCM,0.0,0.0,136679008.0,893,stressed,184,flat04
8759,19,FundamentalTrader,32,BCM,0.0,0.0,155792000.0,1040,stressed,184,flat04
14939,47,MomentumTrader,100,NBCM,0.0,0.0,175633800.00000003,-1005,stressed,184,flat04
15839,41,MomentumTrader,100,NBCM,0.0,0.0,210644600.0,-1175,stressed,184,flat04
17519,79,ZeroIntelligenceTrader,32,BCM,0.0,0.0,9976120.000000002,-55,stressed,184,flat04
17519,52,MomentumTrader,33,BCM,0.0,0.0,226548616.0,-1249,stressed,184,flat04
19739,54,MomentumTrader,32,BCM,0.0,0.0,203387520.0,-1110,stressed,184,flat04
19859,69,ZeroIntelligenceTrader,33,BCM,0.0,0.0,113557616.0,-617,stressed,184,flat04
20279,40,MomentumTrader,32,BCM,0.0,0.0,255020376.0,-1391,stressed,184,flat04
28559,49,MomentumTrader,33,BCM,0.0,0.0,261612560.0,-1355,stressed,184,flat04
7019,10,FundamentalTrader,34,BCM,0.0,0.0,173221048.0,1067,stressed,185,flat04
8699,9,FundamentalTrader,33,BCM,0.0,0.0,110223408.0,722,stressed,185,flat04
8759,8,FundamentalTrader,32,BCM,0.0,0.0,103933368.0,693,stressed,185,flat04
14999,47,MomentumTrader,101,NBCM,0.0,0.0,259421760.0,-1476,stressed,185,flat04
15119,53,MomentumTrader,30,BCM,0.0,0.0,262491000.0,-1475,stressed,185,flat04
15839,45,MomentumTrader,30,BCM,0.0,0.0,281169664.0,-1564,stressed,185,flat04
19859,90,ZeroIntelligenceTrader,103,NBCM,0.0,0.0,79126880.0,-430,stressed,185,flat04
20279,49,MomentumTrader,103,NBCM,0.0,0.0,262995320.0,-1435,stressed,185,flat04
20579,28,FundamentalTrader,100,NBCM,0.0,0.0,733078272.0,-3908,stressed,185,flat04
27779,48,MomentumTrader,102,NBCM,0.0,0.0,217458072.0,-1137,stressed,185,flat04
7439,1,FundamentalTrader,34,BCM,0.0,0.0,205729840.0,1270,stressed,186,flat04
7739,29,FundamentalTrader,31,BCM,0.0,0.0,188693056.0,1108,stressed,186,flat04
7739,20,FundamentalTrader,32,BCM,0.0,0.0,149155752.00000003,862,stressed,186,flat04
